headline,date,doc_type,material_type,section,keywords
‘Vaccinated or You Can’t Come In’,2021-08-04,article,News,,"['Vaccination and Immunization', 'Vaccination Proof and Immunization Records', 'Coronavirus (2019-nCoV)']"
When Doing Well Means Doing Good,2021-03-15,article,News,,"['Polls and Public Opinion', 'Corporate Social Responsibility', 'Virtual Currency']"
Investors See Hope in Big Corporate Profits,2022-02-02,article,News,,"['Company Reports', 'Discrimination', 'Virtual Currency']"
Why Bill Gates Is Worried About Bitcoin,2021-03-09,article,News,,"['Bitcoin (Currency)', 'Storming of the US Capitol (Jan, 2021)']"
"Biden Plans an Electric Vehicle Revolution. Now, the Hard Part.",2023-04-13,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Automobiles', 'Electric and Hybrid Vehicles', 'Regulation and Deregulation of Industry', 'Factories and Manufacturing']"
"Guaranteed Income Programs Spread, City by City",2022-09-10,article,News,,"['Poverty', 'Income', 'Welfare (US)']"
The New Deciders on Corporate Taxes,2022-08-04,article,News,,"['Tax Shelters', 'Accounting and Accountants', 'Law and Legislation', 'Company Reports', 'Corporate Taxes', 'Inflation Reduction Act of 2022']"
A Davos Deferred,2021-12-20,article,News,,"['Coronavirus Omicron Variant', 'Vaccination and Immunization']"
How ViacomCBS Saved Billions in Taxes,2021-06-02,article,News,,"['Tax Shelters', 'Mergers, Acquisitions and Divestitures', 'Mental Health and Disorders', 'Extortion and Blackmail']"
"When It Comes to Money, Your Brain Can Be Your Own Worst Enemy",2023-02-26,article,News,,"['Personal Finances', 'Retirement', 'Credit Cards', 'Savings', 'Pensions and Retirement Plans', 'Optimism', 'Content Type: Service']"
