headline,date,doc_type,material_type,section,keywords
Big Cuts Are Coming to Goldman Sachs,2023-01-11,article,News,,"['Airlines and Airplanes', 'Banking and Financial Institutions', 'internal-storyline-no']"
New York Is Dead. Long Live New York.,2021-05-15,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']"
How Space Became the Next ‘Great Power’ Contest Between the U.S. and China,2021-01-25,article,News,,"['United States International Relations', 'United States Politics and Government', 'United States Defense and Military Forces', 'Space and Astronomy', 'Cyberwarfare and Defense', 'Satellites', 'Missiles and Missile Defense Systems', 'Public-Private Sector Cooperation']"
"America Has Split, and It’s Now in ‘Very Dangerous Territory’",2022-01-26,article,Op-Ed,,"['United States Economy', 'Income Inequality', 'Conservatism (US Politics)', 'United States Politics and Government', 'Liberalism (US Politics)', 'Democracy (Theory and Philosophy)']"
"Goldman Sachs, Ozy Media and a $40 Million Conference Call Gone Wrong",2021-09-27,article,News,,"['Venture Capital', 'News and News Media', 'Securities and Commodities Violations', 'Impostors (Criminal)']"
74 of Our Favorite Facts for 2020,2020-12-30,article,News,,"['News and News Media', 'Two Thousand Twenty']"
71 of Our Favorite Facts of 2022,2022-12-31,article,News,,['Two Thousand Twenty Two']
The Lithium Gold Rush: Inside the Race to Power Electric Vehicles,2021-05-06,article,News,,"['Lithium (Metal)', 'Mines and Mining', 'Electric and Hybrid Vehicles', 'Batteries', 'Alternative and Renewable Energy', 'Conservation of Resources', 'Water Pollution', 'Geothermal Power', 'United States Politics and Government']"
They Can’t Leave the Bay Area Fast Enough,2021-01-14,article,News,,"['Relocation of Business', 'Telecommuting', 'Computers and the Internet', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Quarantine (Life and Culture)', 'Work-Life Balance']"
Can Nashville Be Hollywood for Conservatives?,2022-12-07,article,News,,"['Documentary Films and Programs', 'Television', 'Movies', 'Conservatism (US Politics)', 'News and News Media']"
