headline,date,doc_type,material_type,section,keywords
"Corporate profits are not keeping up with inflation, a warning sign for the market.",2021-12-09,article,News,,"['United States Economy', 'Stocks and Bonds']"
Ford and Stellantis say car sales fell at the start of the year.,2022-04-04,article,News,,"['Company Reports', 'Automobiles']"
Lyft will team up with Ford and a self-driving car start-up to offer rides in Miami.,2021-07-21,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobiles', 'Car Services and Livery Cabs']"
The Debate Around Bruce’s Beach,2023-03-09,article,briefing,,[]
California’s Fraught History With Childhood Vaccines,2021-10-05,article,briefing,,[]
How Amazon Won Shopping,2021-08-17,article,News,,"['Shopping and Retail', 'E-Commerce']"
Wall Street’s swings continue as investors agonize over the Fed’s next move.,2022-01-25,article,News,,"[""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds']"
Man With Extremist Right-Wing Views Is in Custody in Bomb Hoax,2021-01-04,article,News,,"['Hoaxes and Pranks', 'Bombs and Explosives', 'Right-Wing Extremism and Alt-Right', 'Shopping Centers and Malls']"
MapQuest and Other Internet Zombies,2022-06-21,article,News,,"['internal-sub-only-nl', 'Computers and the Internet', 'Search Engines']"
Leaders in Cryptocurrency Industry Move to Curb the Highest-Risk Trades,2021-07-25,article,News,,"['Virtual Currency', 'Derivatives (Financial Instruments)', 'Relocation of Business', 'Futures and Options Trading', 'Financial Brokers', 'Regulation and Deregulation of Industry', 'Computers and the Internet']"
