headline,date,doc_type,material_type,section,keywords
Trial Begins for Truck Maker Accused of Duping Investors,2022-09-12,article,News,,"['Electric and Hybrid Vehicles', 'Trucks and Trucking', 'Securities and Commodities Violations', 'Frauds and Swindling', 'Special Purpose Acquisition Companies (SPAC)']"
Apple’s Most Back-Ordered New Product Is Not What You Expect,2021-10-29,article,News,,['Computers and the Internet']
The Week in Business: Facebook’s Rough Stretch,2021-10-10,article,News,,"['Science and Technology', 'Social Media', 'Whistle-Blowers', 'Mobile Applications']"
The Week in Business: Conglomerates Break Up,2021-11-14,article,News,,"['Stocks and Bonds', 'United States Economy', 'Mergers, Acquisitions and Divestitures']"
"God, Money, YOLO: How Cathie Wood Found Her Flock",2021-08-22,article,News,,"['Stocks and Bonds', 'Banking and Financial Institutions', 'Christians and Christianity', 'Content Type: Personal Profile']"
Musk Is Already Shaking Up Twitter,2022-04-28,article,News,,"['Social Media', 'Media', 'Stocks and Bonds', 'Coronavirus (2019-nCoV)', 'Organized Labor']"
The End of Mask Mandates,2022-04-20,article,News,,"['Gun Control', 'Firearms', 'Banking and Financial Institutions', 'Masks', 'Coronavirus (2019-nCoV)', 'Social Media', 'Airlines and Airplanes']"
Musk to Address Twitter All-Hands Meeting,2022-06-16,article,News,,"['Computers and the Internet', 'Artificial Intelligence', 'Relocation of Business', 'Social Media', 'Layoffs and Job Reductions', 'Regulation and Deregulation of Industry', 'Workplace Hazards and Violations', 'Appointments and Executive Changes', 'Infant Formulas', 'Interest Rates', 'internal-storyline-no']"
How to Fix the Markets,2021-02-02,article,News,,"['Stocks and Bonds', 'Mergers, Acquisitions and Divestitures', 'Human Rights and Human Rights Violations']"
Who Bears Blame for FTX’s Failure?,2022-11-14,article,News,,['Elections']
