headline,date,doc_type,material_type,section,keywords
"Electric Cars Are Better for the Planet – and Often Your Budget, Too",2021-01-15,multimedia,Interactive Feature,,"['Electric and Hybrid Vehicles', 'Fuel Emissions (Transportation)', 'Greenhouse Gas Emissions', 'Automobiles', 'Prices (Fares, Fees and Rates)', 'Global Warming']"
The Week in Business: A Chatbot Yearns for Existence,2023-02-19,article,News,,"['Stocks and Bonds', 'United States Economy', 'Science and Technology']"
The Elizabeth Holmes Trial Is a Wake-Up Call for Sexism in Tech,2021-09-16,article,Op-Ed,,"['Venture Capital', 'Computers and the Internet', 'Discrimination', 'Entrepreneurship', 'Women and Girls']"
Serious money is flowing to the joke cryptocurrency Dogecoin.,2021-02-08,article,News,,"['Virtual Currency', 'Bitcoin (Currency)']"
Ford profit drops 50 percent because of a global chip shortage.,2021-07-28,article,News,,"['Company Reports', 'Automobiles', 'Computer Chips', 'Production', 'Factories and Manufacturing', 'Shortages', 'Coronavirus (2019-nCoV)', 'Sports Utility Vehicles and Light Trucks', 'Electric and Hybrid Vehicles']"
The S.E.C. broadens its inquiry into Elon Musk’s disclosures about Twitter.,2022-07-14,article,News,,"['Mergers, Acquisitions and Divestitures', 'Securities and Commodities Violations', 'Social Media']"
‘Welcome to Texas!’: Musk’s California Departure Stokes the States’ Rivalry,2020-12-10,article,News,,"['Relocation of Business', 'Computers and the Internet', 'Taxation', 'Regulation and Deregulation of Industry', 'Real Estate and Housing (Residential)', 'Economic Conditions and Trends']"
Billion-Dollar Paydays in a Pandemic,2021-02-22,article,News,,"['Hedge Funds', 'Mergers, Acquisitions and Divestitures', 'Bitcoin (Currency)']"
Elon Musk Hits Back at Critics,2020-01-30,article,News,,[]
Make Way for the Eco-Beast,2020-02-02,article,News,,"['Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Sustainable Living', 'Oil (Petroleum) and Gasoline', 'Energy Efficiency', 'Football', 'Super Bowl']"
