headline,date,doc_type,material_type,section,keywords
"Tesla Has First Profitable Year, but Competition Is Growing",2021-01-27,article,News,,"['Electric and Hybrid Vehicles', 'Company Reports', 'Automobiles']"
Elon Musk Says Tesla Share Price Is Too High,2020-05-01,article,News,,"['Securities and Commodities Violations', 'Electric and Hybrid Vehicles', 'Automobiles', 'Stocks and Bonds', 'Regulation and Deregulation of Industry', 'Company Reports']"
Tesla Makes Money (Including From Selling Cars),2021-04-27,article,News,,"['Corporate Social Responsibility', 'Virtual Currency', 'Electric and Hybrid Vehicles', 'Bitcoin (Currency)', 'Fuel Emissions (Transportation)']"
"California sues Tesla, saying the company permitted racial discrimination at its factory.",2022-02-10,article,News,,"['Suits and Litigation (Civil)', 'Black People', 'Blacks', 'Discrimination', 'Workplace Hazards and Violations', 'Electric and Hybrid Vehicles', 'Labor and Jobs', 'Factories and Manufacturing', 'Relocation of Business']"
Tesla Says Autopilot Makes Its Cars Safer. Crash Victims Say It Kills.,2021-07-05,article,News,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles', 'Electric and Hybrid Vehicles', 'Automobile Safety Features and Defects', 'Suits and Litigation (Civil)', 'Deaths (Fatalities)']"
Tesla Value Hits $100 Billion. Will Elon Musk Get a Big Bonus?,2020-01-22,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Executive Compensation', 'Bonuses', 'Stocks and Bonds']"
He Helped Build Tesla. Now He’s Gunning for It.,2021-11-18,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Stocks and Bonds']"
JPMorgan says Tesla owes it $162 million because of an Elon Musk tweet.,2021-11-16,article,News,,"['Electric and Hybrid Vehicles', 'Suits and Litigation (Civil)', 'Stocks and Bonds', 'Banking and Financial Institutions']"
Musk may be about to sell some Tesla stock. How would that affect markets?,2022-04-27,article,News,,"['Electric and Hybrid Vehicles', 'Nasdaq Composite Index', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'Social Media']"
A New Tesla Safety Concern: Drivers Can Play Video Games in Moving Cars,2021-12-07,article,News,,"['Computer and Video Games', 'Driver Distraction and Fatigue', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles', 'Traffic Accidents and Safety']"
