headline,date,doc_type,material_type,section,keywords
"Omicron, Student Loans, Matrix: Your Wednesday Evening Briefing",2021-12-22,article,briefing,,[]
‘It’s a Roller-Coaster Ride’: Global Chip Shortage Is Making Industries Sweat,2021-04-15,article,News,,"['Computer Chips', 'Shortages', 'Computers and the Internet', 'Factories and Manufacturing']"
Carmakers Strive to Stay Ahead of Hackers,2021-03-18,article,News,,"['Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Computer Security', 'Computers and the Internet']"
Here’s What We Would Nominate for Best Picture,2021-01-28,article,News,,"['Movies', 'Academy Awards (Oscars)']"
Fareed Zakaria Looks at Life After the Pandemic,2020-10-06,article,Review,,"['Books and Literature', 'Politics and Government', 'Coronavirus (2019-nCoV)']"
"Volkswagen Has Kept Promises to Reform, U.S. Overseer Says",2020-09-14,article,News,,"['Fuel Emissions (Transportation)', 'Automobiles', 'Frauds and Swindling', 'Clean Air Act', 'Suits and Litigation (Civil)', 'Air Pollution']"
What if We Could Have Meat Without Murder?,2020-07-02,article,Op-Ed,,"['Meat', 'Philosophy', 'Vegetarianism', 'Labeling and Labels (Product)', 'Veganism', 'English Language']"
New Rule in California Will Require Zero-Emissions Trucks,2020-06-25,article,News,,"['Trucks and Trucking', 'Greenhouse Gas Emissions', 'Fuel Emissions (Transportation)', 'Fuel Efficiency', 'Air Pollution', 'Regulation and Deregulation of Industry', 'Electric and Hybrid Vehicles', 'Oil (Petroleum) and Gasoline', 'Factories and Manufacturing', 'Lobbying and Lobbyists', 'States (US)', 'Coronavirus (2019-nCoV)', 'E-Commerce']"
Will Real Estate Ever Be Normal Again?,2021-11-12,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate Brokers', 'Mortgages', 'Prices (Fares, Fees and Rates)', 'Coronavirus (2019-nCoV)']"
"Despite a Handshake, a ‘Thaw’ in U.S.-China Relations Seems Far From Reach",2023-06-01,article,News,,"['United States International Relations', 'Defense and Military Forces', 'United States Defense and Military Forces', 'Embargoes and Sanctions', 'International Trade and World Market', 'Industrial Espionage', 'Territorial Disputes', 'Diplomatic Service, Embassies and Consulates']"
