headline,date,doc_type,material_type,section,keywords
Tao Lin and the Grueling Art of Self-Healing,2021-08-03,article,Review,,['Books and Literature']
"Automakers Are Making Cars, but Virus Surge Puts That at Risk",2020-07-14,article,News,,"['Automobiles', 'Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Organized Labor', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Workplace Hazards and Violations', 'Factories and Manufacturing', 'Disease Rates']"
The Week in Business: Southwest’s Holiday Meltdown,2023-01-01,article,News,,"['Airlines and Airplanes', 'United States Economy', 'Delays (Transportation)', 'Airports']"
This Economist Really Loves Free Markets,2022-03-25,article,Op-Ed,,"['internal-sub-only-nl', 'Regulation and Deregulation of Industry', 'Economics (Theory and Philosophy)']"
The Bogus Bashing of Build Back Better,2021-12-14,article,Op-Ed,,"['American Families Plan (2021)', 'United States Economy', 'Law and Legislation', 'Federal Budget (US)', 'United States Politics and Government', 'Children and Childhood', 'Global Warming']"
Fat Cats on a Hot Tin Roof,2021-06-12,article,Op-Ed,,"['High Net Worth Individuals', 'Income Tax', 'Federal Taxes (US)', 'Tax Shelters', 'Tax Credits, Deductions and Exemptions', 'Income Inequality']"
YouTube Isn’t the Music Villain Anymore,2021-06-08,article,News,,"['Music', 'Video Recordings, Downloads and Streaming', 'Audio Recordings, Downloads and Streaming', 'Social Media']"
Getting Real About Coal and Climate,2021-04-22,article,Op-Ed,,"['Greenhouse Gas Emissions', 'Coal', 'Global Warming', 'Labor and Jobs', 'Mines and Mining', 'Carbon Dioxide', 'United States Politics and Government', 'Green New Deal', 'American Jobs Plan (2021)']"
Twitter Users Are Still Waiting for a Check-Mark Reckoning,2023-04-03,article,News,,"['Social Media', 'Computers and the Internet', 'Badges', 'Celebrities', 'Hoaxes and Pranks']"
A Chess Champion’s Warning About Ukraine and U.S. Democracy,2022-10-04,article,News,,"['United States Politics and Government', 'internal-sub-only-nl', 'Midterm Elections (2022)', 'Chess', 'Democracy (Theory and Philosophy)']"
