headline,date,doc_type,material_type,section,keywords
Elon Musk’s Twitter Role Puts Tesla Board Under New Scrutiny,2022-11-22,article,News,,"['Electric and Hybrid Vehicles', 'Boards of Directors', 'Shareholder Rights and Activism', 'Stocks and Bonds', 'Executive Compensation']"
A Race to Become the Tesla of Delivery Trucks and Vans,2020-12-22,article,News,,"['Delivery Services', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Trucks and Trucking', 'Vans', 'Start-ups', 'Stocks and Bonds']"
Three Electric S.U.V.s With Tesla in Their Sights,2021-04-22,article,News,,"['Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks']"
Tesla Profit Hits a Quarterly Record,2021-04-26,article,News,,"['Company Reports', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Automobiles']"
Tesla Faces a New S.E.C. Investigation,2020-02-13,article,News,,"['Subpoenas', 'Finances', 'Stocks and Bonds', 'Company Reports']"
What Riding in a Self-Driving Tesla Tells Us About the Future of Autonomy,2022-11-15,multimedia,Interactive Feature,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles']"
The Week in Business: Trouble for Tesla?,2022-06-12,article,News,,"['Driverless and Semiautonomous Vehicles', 'Inflation (Economics)', 'United States Economy', 'Prices (Fares, Fees and Rates)', 'Hiring and Promotion', 'Discrimination']"
Tesla Cuts Prices in China in Sign of Slowing Demand,2022-10-24,article,News,,"['Electric and Hybrid Vehicles', 'Prices (Fares, Fees and Rates)', 'Company Reports']"
Tesla Joins an Exclusive Club,2021-10-26,article,News,,"['Securities and Commodities Violations', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)']"
Tesla’s Autopilot Technology Faces Fresh Scrutiny,2021-03-23,article,News,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles', 'Roads and Traffic', 'Regulation and Deregulation of Industry']"
