headline,date,doc_type,material_type,section,keywords
Who Will Pay to Get America Back on Its Feet?,2021-01-28,article,Op-Ed,,"['Taxation', 'Coronavirus (2019-nCoV)', 'Social Media', 'Income Inequality', 'High Net Worth Individuals', 'United States Economy', 'Computers and the Internet']"
"Hey, LIV Golf. Charles Barkley Is Waiting for Your Call.",2022-07-28,article,News,,['Golf']
SpaceX Launches Astronaut Crew Like No Other on Orbital Adventure,2021-09-16,article,News,,"['Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight']"
"Faltering for Years, Ford Is Showing Signs of a Revival",2021-06-09,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Executives and Management (Theory)', 'Stocks and Bonds']"
The Real Tax Scandal Is What’s Legal,2021-06-08,article,Op-Ed,,"['Income Tax', 'Federal Taxes (US)', 'High Net Worth Individuals', 'United States Politics and Government']"
What to Know About California’s New ‘Health Corps’,2020-03-31,article,briefing,,['Coronavirus (2019-nCoV)']
True Crime With a Climate Connection,2021-02-10,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Crime and Criminals', 'Automobiles', 'Fuel Emissions (Transportation)', 'Regulation and Deregulation of Industry', 'Floods', 'Glaciers', 'Allergies', 'Venus (Planet)']"
The Pandemic Sank Auto Sales. Vaccines Could Bring Buyers Back.,2021-01-05,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Automobiles', 'Company Reports', 'Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Shutdowns (Institutional)']"
The Week in Business: Fraud Charges for a Media Founder,2023-02-26,article,News,,"['Stocks and Bonds', 'United States Economy', 'News and News Media']"
"Cut the Gas Tax? No, No, No.",2022-03-18,article,Op-Ed,,"['Gasoline Tax (US)', 'Sales and Excise Taxes', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'Inflation (Economics)', 'States (US)', 'internal-sub-only-nl']"
