headline,date,doc_type,material_type,section,keywords
Texas Police Investigate Fatal Tesla Crash Near Houston,2021-04-20,article,News,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles']"
Will other companies follow Tesla’s lead and load up on Bitcoin?,2021-02-09,article,News,,[]
Tesla’s U-turn on Bitcoin raises questions of the cryptocurrency’s stability.,2021-05-13,article,News,,"['Bitcoin (Currency)', 'Corporate Social Responsibility', 'Greenhouse Gas Emissions']"
"Tesla Value Tops $1 Trillion After Hertz Orders 100,000 Cars",2021-10-25,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Renting and Leasing', 'Automobiles', 'Stocks and Bonds']"
"Tesla Will Sell Its Long-Awaited Cybertruck Next Year, Elon Musk Says",2022-04-08,article,News,,"['Sports Utility Vehicles and Light Trucks', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Automobiles']"
"Pete Buttigieg, Coronavirus, Tesla: Your Wednesday Briefing",2020-02-05,article,briefing,,[]
Tesla will spend more to increase production at two new factories.,2022-07-25,article,News,,"['Company Reports', 'Electric and Hybrid Vehicles', 'Stocks and Bonds', 'Factories and Manufacturing', 'Suits and Litigation (Civil)']"
Regulators are investigating the role of autonomous driving in 23 Tesla crashes.,2021-03-23,article,News,,[]
What’s on TV Saturday: A CNN Special and ‘Tesla’,2020-08-24,article,News,,"['Television', 'Movies']"
Tesla Recalls Some Sedans Over Two Safety Defects,2021-12-30,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Electric and Hybrid Vehicles', 'Recalls and Bans of Products']"
