headline,date,doc_type,material_type,section,keywords
Elon Musk Faces Another Big Decision at Twitter,2022-10-28,article,News,,['Social Media']
Starbucks will cover travel expenses for employees seeking abortions.,2022-05-16,article,News,,"['Abortion', 'Health Insurance and Managed Care']"
Apollo is said to be considering participating in a bid for Twitter.,2022-04-18,article,News,,"['Computers and the Internet', 'Private Equity', 'Social Media', 'Mergers, Acquisitions and Divestitures']"
A ‘Frankenstein’ That Never Lived,2020-12-30,article,News,,['Theater']
‘The Elon That We’re Seeing Today Is Not the Same One We Saw a Couple Years Ago’,2022-06-02,article,Op-Ed,,"['Social Media', 'Computers and the Internet', 'Mergers, Acquisitions and Divestitures']"
Mercedes and Rivian Plan to Make Vans Together in Europe,2022-09-08,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Factories and Manufacturing', 'Vans']"
Starship Has Deep Financial and Symbolic Importance to Elon Musk,2023-04-20,article,News,,['Private Spaceflight']
Rivian Lost $1.7 Billion in the Third Quarter,2022-11-09,article,News,,"['Company Reports', 'Electric and Hybrid Vehicles', 'Trucks and Trucking', 'Automobiles', 'Production']"
Antisemitic campaign tries to capitalize on Elon Musk’s Twitter takeover.,2022-10-28,article,News,,"['Anti-Semitism', 'Discrimination', 'Social Media', 'Corporate Social Responsibility', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'Freedom of Speech and Expression']"
Ford and Stellantis say car sales fell at the start of the year.,2022-04-04,article,News,,"['Company Reports', 'Automobiles']"
