headline,date,doc_type,material_type,section,keywords
Cybercrime Hits the Pump,2021-05-10,article,News,,"['Cyberattacks and Hackers', 'Virtual Currency', 'Vaccination and Immunization']"
What Bank Earnings Reveal About the Health of the Economy,2023-04-14,article,News,,"['Banking and Financial Institutions', 'Stocks and Bonds']"
Republican Bashing of E.S.G. Gets More Complicated,2023-02-22,article,News,,"['internal-storyline-no', 'Corporate Social Responsibility', 'United States Politics and Government']"
Peru’s Deadly Protests,2023-01-22,article,briefing,,"['internal-storyline-no', 'Demonstrations, Protests and Riots', 'Police Brutality, Misconduct and Shootings']"
Congress Versus the ‘Emperors’,2020-07-30,article,News,,"['Mergers, Acquisitions and Divestitures', 'Antitrust Laws and Competition Issues']"
The Risk of ‘Overnight Ruin’,2020-06-22,article,News,,"['Appointments and Executive Changes', 'Executive Compensation', 'Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Wages and Salaries']"
Companies’ Vaccine Mandates Get Messier,2022-01-14,article,News,,['Vaccination and Immunization']
Biden’s Vaccine Mandates Hit the High Court,2022-01-07,article,News,,"['Vaccination and Immunization', 'Inflation (Economics)', 'Bitcoin (Currency)']"
California Recall Vote Could Weaken the State’s Aggressive Climate Policies,2021-09-08,article,News,,"['Elections, California Gubernatorial Recall (2021)', 'Global Warming', 'Greenhouse Gas Emissions', 'Solar Energy', 'Electric and Hybrid Vehicles', 'Fuel Efficiency', 'Politics and Government']"
"As Coronavirus Cases Add Up, California Frantically Counts Tests, Beds and Masks",2020-03-23,article,News,,"['Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Tests (Medical)', 'Hospitals', 'Protective Clothing and Gear', 'Shortages']"
