headline,date,doc_type,material_type,section,keywords
Biden’s Antitrust Team Talks Its Way to a Win,2021-07-27,article,News,,"['Antitrust Laws and Competition Issues', 'Mergers, Acquisitions and Divestitures', 'Telecommuting', 'Vaccination and Immunization']"
"Meager Rewards for Workers, Exceptionally Rich Pay for C.E.O.s",2021-06-11,article,News,,"['Executive Compensation', 'Corporations', 'Labor and Jobs', 'Wages and Salaries', 'Boards of Directors', 'Shareholder Rights and Activism']"
"Can Companies Require Vaccination, and Should They?",2021-05-07,article,News,,"['Vaccination and Immunization', 'Corporate Social Responsibility', 'Endowments', 'Coronavirus (2019-nCoV)']"
"For Shell, Oil Is Past Its Peak",2021-02-12,article,News,,"['Oil (Petroleum) and Gasoline', 'Mergers, Acquisitions and Divestitures', 'Artificial Intelligence', 'Workplace Environment']"
The Biden Era Begins,2021-01-20,article,News,,"['United States Politics and Government', 'Inaugurations', 'Executive Orders and Memorandums', 'Amnesties, Commutations and Pardons']"
The Back Room of This Artist’s Studio Is Called the Abattoir,2023-04-13,article,News,,"['Content Type: Personal Profile', 'Art', 'Sculpture']"
Kushner Firm Got Hundreds of Millions From 2 Persian Gulf Nations,2023-03-30,article,News,,"['United States Politics and Government', 'United States International Relations', 'Sovereign Wealth Funds', 'Private Equity']"
"Asian Americans, Shifting Right",2023-03-06,article,briefing,,"['internal-storyline-no', 'Asian-Americans', 'Elections', 'Politics and Government', 'United States Politics and Government']"
Mr. Musk Goes to Washington,2023-01-27,article,News,,"['internal-storyline-no', 'Inflation (Economics)', 'Suits and Litigation (Civil)']"
Live Nation Faces a Skeptical Senate,2023-01-24,article,News,,"['internal-storyline-no', 'Antitrust Laws and Competition Issues', 'Company Reports', 'Ticket Scalping', 'Stocks and Bonds']"
