headline,date,doc_type,material_type,section,keywords
Twitter Sues Musk After He Tries Backing Out of $44 Billion Deal,2022-07-12,article,News,,"['Mergers, Acquisitions and Divestitures', 'Suits and Litigation (Civil)', 'Social Media', 'Courts of Equity']"
"Afghanistan, Haiti, Virus: Your Monday Evening Briefing",2021-08-16,article,briefing,,[]
Will an Island in Indonesia Become a New Frontier in the Space Race?,2021-11-16,article,News,,"['Land Use Policies', 'Indigenous People', 'Space and Astronomy', 'Private Spaceflight', 'Satellites', 'Politics and Government']"
BMW Has Fallen Behind in the Electric Vehicle Race. Can It Catch Up?,2021-08-10,article,News,,"['Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Luxury Goods and Services']"
California Is Doubling Efforts to Preserve Film and TV Production,2022-01-13,article,briefing,,[]
Your Thursday Evening Briefing,2021-12-31,article,briefing,,[]
Tech’s Reckoning Is Upon Us,2022-05-12,article,Op-Ed,,"['Computers and the Internet', 'Social Media', 'internal-sub-only-nl']"
Elon Musk Backs Out,2022-04-11,article,News,,"['Social Media', 'Politics and Government', 'Philanthropy', 'High Net Worth Individuals', 'Mergers, Acquisitions and Divestitures', 'United States Economy', 'Coronavirus (2019-nCoV)']"
Bezos Reaches for a Star,2021-10-07,article,News Analysis,,"['Private Spaceflight', 'Rocket Science and Propulsion', 'Space and Astronomy', 'High Net Worth Individuals']"
Elon Musk Knows Exactly What He’s Doing,2022-04-14,article,Op-Ed,,"['Social Media', 'Mergers, Acquisitions and Divestitures', 'High Net Worth Individuals', 'internal-sub-only-nl']"
