headline,date,doc_type,material_type,section,keywords
"Tesla Sold Record 343,000 Vehicles in Third Quarter",2022-10-02,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Company Reports', 'Factories and Manufacturing', 'Shutdowns (Institutional)', 'Sports Utility Vehicles and Light Trucks']"
Tesla Joins an Exclusive Club,2021-10-26,article,News,,"['Securities and Commodities Violations', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)']"
"In China, Tesla Is a Catfish, and Turns Auto Companies Into Sharks",2021-11-30,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Machinery and Equipment', 'Outsourcing']"
Regulators open an investigation into ‘phantom braking’ by Teslas.,2022-02-17,article,News,,"['Automobile Safety Features and Defects', 'Brakes', 'Traffic Accidents and Safety', 'Electric and Hybrid Vehicles', 'Regulation and Deregulation of Industry', 'Automobiles']"
U.S. Will Investigate Tesla’s Autopilot System Over Crashes With Emergency Vehicles,2021-08-16,article,News,,"['Traffic Accidents and Safety', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles', 'Driverless and Semiautonomous Vehicles', 'Deaths (Fatalities)', 'Driver Distraction and Fatigue']"
Why Tesla’s ‘Beta Testing’ Puts the Public at Risk,2021-07-30,article,Op-Ed,,"['Driverless and Semiautonomous Vehicles', 'Traffic Accidents and Safety', 'Automobile Safety Features and Defects', 'Roads and Traffic', 'Consumer Protection']"
Tesla reports a big jump in profit.,2021-07-26,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Company Reports', 'Shortages', 'Coronavirus (2019-nCoV)']"
"He’s Steering Volkswagen, With His Eyes on Beating Tesla",2021-11-24,article,News,,"['Content Type: Personal Profile', 'Automobiles', 'Electric and Hybrid Vehicles', 'Layoffs and Job Reductions', 'Labor and Jobs', 'Factories and Manufacturing']"
"Tesla Sells ‘Full Self-Driving,’ but What Is It Really?",2021-08-20,article,News,,"['Driverless and Semiautonomous Vehicles', 'Traffic Accidents and Safety', 'Sensors']"
"Tesla’s profits jumped in the first quarter, but challenges loom.",2022-04-20,article,News,,"['Company Reports', 'Automobiles', 'Electric and Hybrid Vehicles', 'Supply Chain', 'Shortages', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Factories and Manufacturing']"
