headline,date,doc_type,material_type,section,keywords
Twitter Takes Round 1,2022-07-20,article,News,,"['Midterm Elections (2022)', 'United States Economy', 'Social Media', 'Computers and the Internet', 'News and News Media', 'International Relations', 'Artificial Intelligence', 'Start-ups', 'Elections', 'Law and Legislation']"
A New Iron Curtain Is Falling,2022-03-09,article,News,,"['Russian Invasion of Ukraine (2022)', 'Oil (Petroleum) and Gasoline', 'Embargoes and Sanctions', 'Virtual Currency']"
Part-Time Work During a Labor Shortage,2022-02-02,article,briefing,,"['Part-Time Employment', 'Labor and Jobs', 'Shortages', 'United States Economy', 'internal-storyline-no', 'Income Inequality']"
Crypto Moguls Prepare for Capitol Hill,2021-12-08,article,News,,"['Hiring and Promotion', 'Artificial Intelligence', 'Immigration and Emigration', 'Virtual Currency']"
Inflation Will Make or Break the Next Spending Bill,2021-11-15,article,News,,"['Stimulus (Economic)', 'Infrastructure (Public Works)', 'Inflation (Economics)', 'Vaccination and Immunization']"
Covid Cases Keep Falling,2021-10-26,article,briefing,,[]
‘Long Overdue’: Liberal Voters Hold Firm to Biden’s Stronger Safety Net,2021-10-08,article,News,,"['United States Politics and Government', 'American Families Plan (2021)', 'American Jobs Plan (2021)', 'Law and Legislation', 'Voting and Voters']"
The Labor Market’s Message,2021-08-06,article,News,,"['Labor and Jobs', 'United States Economy', 'Electric and Hybrid Vehicles']"
Corporate America Rethinks Vaccine Mandates,2021-07-26,article,News,,"['Vaccination and Immunization', 'Lobbying and Lobbyists', 'Mergers, Acquisitions and Divestitures']"
Elon Musk May Yet Meet Twitter Executives in Court,2022-11-01,article,News,,"['Executive Compensation', 'Social Media']"
