headline,date,doc_type,material_type,section,keywords
Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars,2021-12-06,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Engineering and Engineers', 'Sensors', 'Radar', 'Cameras', 'Electric and Hybrid Vehicles', 'audio-neutral-informative']"
Jury orders Tesla to pay $137 million to a former worker over racist treatment.,2021-10-05,article,News,,"['Race and Ethnicity', 'Discrimination', 'Suits and Litigation (Civil)', 'Compensation for Damages (Law)']"
Tesla’s quarterly profit nearly quintuples to $1.6 billion as car sales surge.,2021-10-20,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Company Reports', 'Factories and Manufacturing', 'Production', 'Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety']"
A safety agency finds no cause to investigate Tesla battery safety.,2021-10-04,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Batteries', 'Automobile Safety Features and Defects', 'Accidents and Safety']"
"Tesla Value Tops $1 Trillion After Hertz Orders 100,000 Cars",2021-10-25,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Renting and Leasing', 'Automobiles', 'Stocks and Bonds']"
"Tesla Will Sell Its Long-Awaited Cybertruck Next Year, Elon Musk Says",2022-04-08,article,News,,"['Sports Utility Vehicles and Light Trucks', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Automobiles']"
Tesla will spend more to increase production at two new factories.,2022-07-25,article,News,,"['Company Reports', 'Electric and Hybrid Vehicles', 'Stocks and Bonds', 'Factories and Manufacturing', 'Suits and Litigation (Civil)']"
Tesla Recalls Some Sedans Over Two Safety Defects,2021-12-30,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Electric and Hybrid Vehicles', 'Recalls and Bans of Products']"
"N.T.S.B. says Tesla owner was in the driver’s seat in fatal crash, contradicting local officials.",2021-10-21,article,News,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Deaths (Fatalities)', 'Automobiles']"
Elon Musk says Tesla has not signed a deal with Hertz yet.,2021-11-02,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Renting and Leasing']"
