headline,date,doc_type,material_type,section,keywords
"Our Data Is a Curse, With or Without Roe",2022-06-29,article,News,,"['internal-sub-only-nl', 'Data-Mining and Database Marketing', 'Law and Legislation', 'Abortion', 'Privacy']"
"Coal Stocks Rise, Even as the Planet Warms",2021-10-22,article,News,,"['Greenhouse Gas Emissions', 'Coal', 'International Trade and World Market', 'Global Warming', 'Stocks and Bonds', 'Economics (Theory and Philosophy)']"
12 New Books We Recommend This Week,2022-09-29,article,News,,['Books and Literature']
Scooters Get a Second Chance,2022-06-08,article,News,,"['internal-sub-only-nl', 'Automobiles', 'Urban Areas', 'Electric Bicycles, Motorcycles and Scooters']"
"If You Don’t Trust A.I. Yet, You’re Not Wrong",2021-07-30,article,Op-Ed,,"['Artificial Intelligence', 'Facial Recognition Software', 'Regulation and Deregulation of Industry', 'Civil Rights and Liberties', 'Discrimination']"
How Germany Hopes to Get the Edge in Driverless Technology,2021-07-14,article,News,,"['Driverless and Semiautonomous Vehicles', 'Law and Legislation', 'Automobiles', 'Regulation and Deregulation of Industry', 'Politics and Government']"
Musk Claims Media Bias in Debate Over ‘Dilbert’ Creator’s Racist Rant,2023-02-27,article,News,,"['Cartoons and Cartoonists', 'Comic Books and Strips', 'Discrimination', 'Race and Ethnicity', 'Black People', 'Blacks', 'Social Media', 'Newspapers']"
Is Divided Government Good? Don’t Take Elon’s Word for It.,2022-11-08,article,Op-Ed,,"['Economics (Theory and Philosophy)', 'United States Economy', 'United States Politics and Government', 'International Trade and World Market', 'Midterm Elections (2022)', 'internal-sub-only-nl']"
"Bitcoin Plummets Below $20,000 for First Time Since Late 2020",2022-06-18,article,News,,"['Bitcoin (Currency)', 'Virtual Currency', 'Stocks and Bonds', 'Computers and the Internet']"
"PGA Tour Can Depose Saudi Wealth Fund’s Leader, Judge Rules",2023-02-17,article,News,,"['Golf', 'Suits and Litigation (Civil)', 'Antitrust Laws and Competition Issues', 'Sovereign Wealth Funds']"
